,Unnamed: 0.1,Unnamed: 0,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Depth,Seismotectonic unit,Unit no.,mb,Ms,MN,ML,Mw (reported),Mw (estimated),Mw,Location Ref.,mb Ref.,Ms Ref.,MN Ref.,ML Ref.,Mw Ref. (reported),Mw Ref. (estimated),Assumed_uncertainty of Mw,1 Standard deviatoion for converted Mw,Unnamed: 27,References,Density,Cell#
15374,15374,12362,2013,9,23,21,58,51.0,39.69,53.97,80.0,Koppeh Dagh,3,,,4.0,,,4.0,4.0,IRSC,,,IRSC,,,Equation(7),,0.1483,,,13,3933
15375,15375,12683,2014,2,8,1,11,23.0,39.78,54.2,30.0,Out of all Provinces,6,4.7,3.8,4.7,4.8,,4.7,4.7,ISC-EHB,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,,13,3933
15376,15376,12729,2014,2,28,14,34,7.0,39.71,53.99,20.0,Out of all Provinces,6,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,13,3933
15377,15377,12913,2014,5,21,7,25,33.0,39.67,53.99,10.0,Out of all Provinces,6,,,3.9,3.7,,3.9,3.9,IRSC,,,IRSC,IIEES,,Equation(7),,0.1484,,,13,3933
15378,15378,15394,2017,3,10,19,8,12.0,39.68,54.1,30.0,Out of all Provinces,6,4.4,2.9,4.0,,,4.0,4.0,IRSC,ISC,ISC,IRSC,,,Equation(7),,0.1483,,,13,3933
15379,15379,9914,2010,8,28,0,46,58.0,39.59,54.36,30.0,Koppeh Dagh,3,4.8,4.0,,,5.1,,5.1,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.2,,,,10,3934
15380,15380,14873,2016,7,25,0,43,40.0,39.59,54.44,10.0,Koppeh Dagh,3,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,3934
15381,15381,667,1946,11,4,21,47,50.0,39.81,54.64,37.9,Out of all Provinces,6,,7.0,,,7.0,,7.0,ISC-GEM,,A2001,,,ISC-GEM,,0.5,,,,15,3935
15382,15382,1328,1970,11,29,17,37,44.0,39.87,54.8,34.0,Out of all Provinces,6,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,15,3935
15383,15383,1755,1977,4,24,0,59,17.0,39.82,54.72,34.0,Out of all Provinces,6,4.8,4.5,,,,4.9,4.9,NEIC,NEIC,M2014,,,,Equation(3),,0.1741,,,15,3935
15384,15384,1851,1978,5,18,17,14,33.0,39.75,54.75,35.0,Out of all Provinces,6,5.0,4.8,,,5.3,,5.3,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.22,,,,15,3935
15385,15385,2106,1980,8,1,21,33,34.0,39.85,54.56,33.0,Out of all Provinces,6,4.0,3.4,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,15,3935
15386,15386,3587,1994,3,26,15,22,25.0,39.67,54.58,33.0,Out of all Provinces,6,4.3,4.3,,,,4.3,4.3,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,15,3935
15387,15387,5190,2002,7,18,14,15,45.0,39.74,54.66,31.0,Out of all Provinces,6,4.3,3.8,4.5,,,4.3,4.3,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,15,3935
15388,15388,6059,2005,8,16,22,6,18.0,39.68,54.63,33.0,Out of all Provinces,6,3.5,2.6,,3.8,,3.9,3.9,ISC,ISC,M2014,,IIEES,,Equation(8),,0.1909,,,15,3935
15389,15389,6696,2006,10,12,17,8,20.4,39.8,54.71,43.0,Out of all Provinces,6,5.5,5.3,,,5.3,,5.3,ISC-EHB,NEIC,NEIC,,,GCMT,,0.1,,,,15,3935
15390,15390,9218,2009,11,13,16,28,34.0,39.78,54.71,21.0,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,15,3935
15391,15391,9630,2010,5,9,21,31,2.0,39.85,54.59,10.0,Out of all Provinces,6,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,15,3935
15392,15392,10488,2011,6,1,10,23,38.0,39.66,54.73,29.0,Out of all Provinces,6,4.2,3.1,4.4,,,4.4,4.4,ISC,ISC,ISC,IRSC,,,Equation(7),,0.1481,,,15,3935
15393,15393,12615,2014,1,9,6,30,8.0,39.72,54.66,10.0,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,15,3935
15394,15394,15423,2017,3,19,7,0,0.0,39.79,54.56,35.0,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC      ,,,IRSC,,,Equation(7),,0.1495,,,15,3935
15395,15395,16006,2017,10,23,23,45,27.0,39.68,54.57,10.0,Out of all Provinces,6,,,4.1,,,4.1,4.1,IRSC,,,IRSC,,,Equation(7),,0.1482,,,15,3935
15396,15396,12746,2014,3,8,21,46,39.0,39.84,55.9,19.0,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,3939
15397,15397,4767,2001,5,11,9,45,34.0,39.66,56.2,4.5,Out of all Provinces,6,,,4.4,,,4.9,4.9,IRSC,,,IRSC,,,Equation(6),,0.3374,,,10,3940
15398,15398,5597,2003,12,3,14,20,20.0,39.72,60.21,18.0,Out of all Provinces,6,,,4.2,,,4.7,4.7,IRSC,,,IRSC,,,Equation(6),,0.3374,,,10,3952
15399,15399,1243,1969,8,17,20,38,40.0,39.8,60.8,33.0,Out of all Provinces,6,4.9,4.7,,,,5.1,5.1,ISC,ISC,M2014,,,,Equation(3),,0.1742,,,10,3954
15400,15400,6723,2006,10,24,16,1,0.0,39.87,62.37,18.0,Out of all Provinces,6,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,3959
15401,15401,10272,2011,2,14,12,45,4.0,39.75,62.41,18.0,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,3959
15402,15402,2746,1986,7,17,14,58,5.0,39.7,62.76,33.0,Out of all Provinces,6,4.3,3.8,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3960
15403,15403,2702,1986,2,8,6,46,19.0,39.84,62.96,10.0,Out of all Provinces,6,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3961
15404,15404,2720,1986,4,18,12,39,45.0,39.68,62.98,33.0,Out of all Provinces,6,4.3,3.8,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3961
15405,15405,2640,1985,6,7,11,11,8.0,39.79,63.15,33.0,Out of all Provinces,6,4.0,3.4,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3962
15406,15406,2657,1985,8,14,2,29,15.0,39.67,63.53,33.0,Out of all Provinces,6,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3963
15407,15407,3257,1991,4,27,3,31,59.0,40.01,43.57,10.0,Alborz-Azerbaijan,1,4.0,3.4,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3965
15408,15408,1718,1976,11,24,16,41,5.0,39.9,43.82,33.0,Alborz-Azerbaijan,1,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,3966
15409,15409,1915,1978,11,25,8,57,25.0,39.9,44.06,10.0,Alborz-Azerbaijan,1,4.4,3.7,,,,4.5,4.5,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,10,3966
15410,15410,252,1901,4,3,5,7,0.0,40.0,44.3,15.0,Alborz-Azerbaijan,1,,3.9,,,,4.6,4.6,RM1985,,RM1985,,,,Equation(5),,0.2585,,,10,3967
15411,15411,346,1916,10,28,20,48,0.0,40.1,44.1,20.0,Alborz-Azerbaijan,1,,4.7,,,,5.2,5.2,RM1985,,RM1985,,,,Equation(5),,0.258,,,10,3967
15412,15412,924,1962,9,4,22,59,0.0,39.9,44.11,20.0,Alborz-Azerbaijan,1,5.6,5.2,,,,5.9,5.9,ISC-EHB,A1988,A1988,,,,Equation(3),,0.1755,,,10,3967
15413,15413,8362,2008,10,12,3,5,18.0,39.92,44.6,18.0,Alborz-Azerbaijan,1,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,3968
15414,15414,10751,2011,10,14,7,30,13.0,39.9,44.41,10.0,Alborz-Azerbaijan,1,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,3968
15415,15415,1797,1977,9,30,16,50,39.0,39.96,44.89,15.0,Alborz-Azerbaijan,1,4.8,4.5,,,5.1,,5.1,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.2,,,,10,3969
15416,15416,8656,2009,2,10,5,30,49.0,39.97,44.91,13.7,Alborz-Azerbaijan,1,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,3969
15417,15417,9357,2010,1,17,13,5,49.0,39.89,44.89,8.0,Alborz-Azerbaijan,1,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,3969
15418,15418,14105,2015,9,13,11,39,21.0,40.04,45.22,6.0,Alborz-Azerbaijan,1,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,3970
15419,15419,3443,1992,12,9,20,29,47.0,40.12,45.4,19.0,Alborz-Azerbaijan,1,4.7,4.5,,,,4.8,4.8,ISC-EHB,ISC,ISC,,,,Equation(3),,0.174,,,10,3971
15420,15420,9629,2010,5,9,16,16,37.0,40.03,45.48,3.5,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,3971
15421,15421,9292,2009,12,14,1,52,21.0,40.03,45.97,3.6,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,3972
15422,15422,7825,2008,2,5,12,42,18.0,40.04,46.29,14.0,Alborz-Azerbaijan,1,,,,3.8,,3.9,3.9,IIEES,,,,IIEES,,Equation(8),,0.1909,,,10,3973
15423,15423,10745,2011,10,9,7,17,12.0,40.0,46.16,1.9,Alborz-Azerbaijan,1,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,10,3973
15424,15424,12875,2014,5,6,7,56,12.0,40.11,46.18,7.0,Alborz-Azerbaijan,1,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,3973
15425,15425,3511,1993,6,7,7,14,28.0,40.0,46.33,33.0,Alborz-Azerbaijan,1,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3974
15426,15426,3987,1997,5,10,17,57,24.0,39.92,46.39,33.0,Alborz-Azerbaijan,1,3.7,2.9,4.9,,,3.6,3.6,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1739,,,10,3974
15427,15427,4607,2000,10,28,20,0,20.0,39.9,46.5,87.0,Alborz-Azerbaijan,1,3.4,2.5,3.8,,,4.3,4.3,ISC,ISC,M2014,IRSC,,,Equation(6),,0.338,,,10,3974
15428,15428,4687,2001,1,23,9,27,53.0,40.16,46.61,5.0,Alborz-Azerbaijan,1,4.0,3.4,4.2,,,4.0,4.0,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,10,3974
15429,15429,10736,2011,10,5,16,33,25.0,39.96,46.43,15.0,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,3974
15430,15430,358,1919,1,8,10,12,53.0,40.0,47.0,33.0,Alborz-Azerbaijan,1,,5.4,,,,5.7,5.7,K1969,,K1969,,,,Equation(5),,0.2578,,,10,3976
15431,15431,14949,2016,8,26,0,9,50.0,39.94,47.85,27.2,Alborz-Azerbaijan,1,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,3978
15432,15432,5899,2004,12,3,22,30,22.0,40.04,48.03,10.0,Alborz-Azerbaijan,1,,,3.5,,,4.0,4.0,IRSC,,,IRSC,,,Equation(6),,0.3389,,,10,3979
15433,15433,10011,2010,10,17,3,20,39.0,39.89,47.97,5.0,Alborz-Azerbaijan,1,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,3979
15434,15434,14892,2016,8,1,4,46,34.5,39.99,47.93,43.8,Alborz-Azerbaijan,1,5.3,5.0,5.1,4.8,5.1,,5.1,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,,10,3979
15435,15435,484,1931,7,5,17,57,0.0,39.9,48.5,33.0,Alborz-Azerbaijan,1,,4.6,,,,5.1,5.1,K1969,,K1969,,,,Equation(5),,0.2581,,,10,3980
15436,15436,1327,1970,11,21,8,35,59.0,40.05,48.33,50.0,Alborz-Azerbaijan,1,5.1,5.0,,,5.4,,5.4,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.41,,,,10,3980
15437,15437,1658,1976,2,3,16,40,42.0,39.9,48.32,56.0,Alborz-Azerbaijan,1,5.2,5.1,,,5.4,,5.4,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.27,,,,10,3980
15438,15438,4445,2000,3,21,14,7,40.8,40.03,48.22,57.0,Alborz-Azerbaijan,1,5.1,4.2,,,5.1,,5.1,ISC-EHB,NEIC,NEIC,,,GCMT,,0.1,,,,10,3980
15439,15439,4758,2001,4,29,16,34,9.0,39.98,48.47,53.0,Alborz-Azerbaijan,1,4.0,3.4,3.9,,,4.0,4.0,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,10,3980
15440,15440,8149,2008,7,14,3,4,39.0,40.0,48.27,10.0,Alborz-Azerbaijan,1,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,10,3980
15441,15441,15761,2017,7,20,6,22,35.0,39.92,48.29,55.0,Alborz-Azerbaijan,1,4.5,,4.6,,,4.6,4.6,IRSC,NEIC,,IRSC,,,Equation(7),,0.1481,,,10,3980
15442,15442,15806,2017,8,6,0,29,2.0,40.08,48.28,50.0,Alborz-Azerbaijan,1,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,3980
15443,15443,16582,2018,5,16,23,29,37.0,39.9,48.43,28.0,Alborz-Azerbaijan,1,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,3980
15444,15444,535,1934,11,2,22,6,16.0,39.9,48.7,22.0,Alborz-Azerbaijan,1,,4.3,,,,4.9,4.9,RM1985,,RM1985,,,,Equation(5),,0.2582,,,10,3981
15445,15445,1544,1974,10,17,6,3,20.0,39.92,48.73,,Alborz-Azerbaijan,1,4.3,3.8,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3981
15446,15446,11118,2012,3,18,23,51,31.0,39.96,48.56,10.0,Alborz-Azerbaijan,1,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,3981
15447,15447,15439,2017,3,21,21,25,31.0,40.1,48.78,22.8,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,3981
15448,15448,1140,1967,7,4,21,30,34.0,40.0,49.0,33.0,Out of all Provinces,6,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,3982
15449,15449,7607,2007,11,6,21,30,1.0,40.08,49.04,10.0,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,3982
15450,15450,8691,2009,2,25,5,43,51.0,39.95,49.05,14.7,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,3982
15451,15451,10919,2011,12,22,21,38,53.0,40.05,48.88,16.3,Out of all Provinces,6,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,3982
15452,15452,14752,2016,6,10,21,32,53.0,40.13,48.98,25.0,Out of all Provinces,6,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,3982
15453,15453,14755,2016,6,11,17,11,13.0,40.13,48.97,8.0,Out of all Provinces,6,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,3982
15454,15454,1301,1970,5,28,5,12,7.0,40.1,49.4,,Out of all Provinces,6,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3983
15455,15455,4203,1998,10,12,18,32,26.0,40.04,49.22,43.0,Out of all Provinces,6,4.0,3.6,3.4,,,4.0,4.0,ISC,ISC,ISC,IRSC,,,Equation(3),,0.1738,,,10,3983
15456,15456,789,1954,1,3,7,51,8.0,40.0,49.6,33.0,Out of all Provinces,6,,4.6,,,,5.1,5.1,K1969,,K1969,,,,Equation(5),,0.2581,,,10,3984
15457,15457,1181,1968,6,9,0,57,37.0,39.9,49.7,33.0,Out of all Provinces,6,4.7,4.4,,,,4.8,4.8,ISC,ISC,M2014,,,,Equation(3),,0.174,,,10,3984
15458,15458,2869,1987,10,22,3,5,42.0,40.1,49.6,33.0,Out of all Provinces,6,4.6,3.5,,,,4.7,4.7,ISC,ISC,ISC,,,,Equation(3),,0.1739,,,10,3984
15459,15459,2875,1987,11,5,7,19,18.0,40.14,50.04,50.0,Out of all Provinces,6,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3985
15460,15460,5475,2003,7,25,23,59,33.0,40.14,50.09,65.0,Out of all Provinces,6,4.4,3.9,3.6,,,4.5,4.5,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,10,3985
15461,15461,5641,2004,1,24,1,30,4.0,39.93,50.09,18.0,Out of all Provinces,6,,,3.5,,,4.0,4.0,IRSC,,,IRSC,,,Equation(6),,0.3389,,,10,3985
15462,15462,7163,2007,5,2,18,44,20.0,39.92,49.99,10.0,Out of all Provinces,6,4.3,3.3,3.9,,,3.9,3.9,IRSC,ISC,ISC,IRSC,,,Equation(7),,0.1484,,,10,3985
15463,15463,15553,2017,5,2,6,23,34.0,40.14,50.02,60.0,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,3985
15464,15464,4807,2001,6,27,7,38,18.0,39.91,50.42,0.1,Out of all Provinces,6,,,3.5,,,4.0,4.0,IRSC,,,IRSC,,,Equation(6),,0.3389,,,10,3986
15465,15465,5019,2002,2,11,16,18,33.7,40.06,50.16,55.0,Out of all Provinces,6,4.9,4.1,4.4,,5.0,,5.0,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,,10,3986
15466,15466,5330,2002,12,27,2,19,3.0,40.02,50.19,45.0,Out of all Provinces,6,4.0,3.4,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3986
15467,15467,5570,2003,11,10,8,43,57.0,39.89,50.25,0.1,Out of all Provinces,6,,,3.7,,,4.2,4.2,IRSC,,,IRSC,,,Equation(6),,0.3383,,,10,3986
15468,15468,10829,2011,11,15,19,33,55.0,40.05,50.16,56.5,Out of all Provinces,6,4.3,,,,,4.3,4.3,ISC,ISC,,,,,Equation(3),,0.1738,,,10,3986
15469,15469,4648,2000,12,6,12,4,16.0,40.1,50.74,33.0,Out of all Provinces,6,4.1,3.5,3.5,,,4.1,4.1,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,10,3987
15470,15470,12909,2014,5,19,8,48,48.0,39.96,50.47,10.0,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,3987
15471,15471,15555,2017,5,2,16,4,53.0,39.97,50.72,10.0,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,3987
15472,15472,1042,1965,5,11,5,44,29.0,39.93,51.04,27.0,Out of all Provinces,6,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,3988
15473,15473,5692,2004,3,10,0,49,58.0,40.12,50.87,30.0,Out of all Provinces,6,4.0,3.4,3.8,,,4.0,4.0,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,10,3988
15474,15474,5920,2005,1,5,5,27,34.0,39.95,50.96,20.0,Out of all Provinces,6,4.8,5.1,,,4.7,,4.7,ISC-EHB,ISC,ISC,,,ETHZ,,0.4,,,,10,3988
15475,15475,6125,2005,11,16,23,15,8.0,39.99,50.91,10.0,Out of all Provinces,6,3.7,2.9,4.0,,,3.6,3.6,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1739,,,10,3988
15476,15476,6268,2006,3,1,5,9,8.0,39.97,50.92,33.0,Out of all Provinces,6,3.7,4.0,,,,3.6,3.6,ISC,ISC,ISC,,,,Equation(3),,0.1739,,,10,3988
15477,15477,1400,1972,4,18,23,22,37.0,39.93,51.35,55.0,Out of all Provinces,6,4.7,4.4,,,,4.8,4.8,ISC-EHB,ISC,M2014,,,,Equation(3),,0.174,,,10,3989
15478,15478,2123,1980,9,19,16,21,48.0,39.9,51.13,57.0,Out of all Provinces,6,4.8,3.8,,,,4.9,4.9,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1741,,,10,3989
15479,15479,14414,2016,1,22,4,44,56.0,40.09,51.38,53.0,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,3989
15480,15480,14940,2016,8,23,18,15,5.0,40.05,51.08,10.0,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,3989
15481,15481,15331,2017,2,8,11,18,27.0,40.07,51.32,10.0,Out of all Provinces,6,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,3989
15482,15482,4789,2001,6,1,21,30,5.0,39.99,51.39,19.3,Out of all Provinces,6,,,3.9,,,4.4,4.4,IRSC,,,IRSC,,,Equation(6),,0.3378,,,10,3990
15483,15483,7061,2007,3,26,16,13,19.0,40.04,51.56,10.0,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,3990
15484,15484,12865,2014,4,28,20,51,34.0,40.01,51.6,55.0,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,3990
15485,15485,13309,2014,10,24,4,36,33.0,40.12,51.53,30.0,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,3990
15486,15486,13427,2014,12,14,7,7,14.0,40.03,51.55,50.0,Out of all Provinces,6,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,3990
15487,15487,14123,2015,9,20,6,38,6.0,40.13,51.44,64.0,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,3990
15488,15488,14824,2016,7,10,18,28,41.0,40.11,51.53,100.0,Out of all Provinces,6,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,10,3990
15489,15489,15173,2016,12,4,21,48,42.0,40.14,51.44,10.0,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,3990
15490,15490,15371,2017,2,25,15,58,54.0,40.13,51.61,10.0,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,3990
15491,15491,16487,2018,4,8,7,5,0.0,40.09,51.58,10.0,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,3990
15492,15492,1407,1972,6,14,0,49,54.0,40.15,51.87,39.0,Out of all Provinces,6,4.7,4.4,,,,4.8,4.8,ISC,ISC,M2014,,,,Equation(3),,0.174,,,10,3991
15493,15493,1933,1979,1,29,22,45,53.0,40.02,52.01,33.0,Out of all Provinces,6,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3991
15494,15494,7691,2007,12,11,20,29,39.0,40.12,51.93,10.0,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,3991
15495,15495,15766,2017,7,21,19,40,9.0,40.04,51.99,60.0,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,3991
15496,15496,980,1964,4,13,1,14,25.0,39.98,52.06,55.0,Out of all Provinces,6,4.8,4.5,,,5.1,,5.1,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.2,,,,10,3992
15497,15497,2107,1980,8,5,23,33,0.0,39.99,52.14,45.0,Out of all Provinces,6,4.6,3.5,,,,4.7,4.7,ISC,ISC,ISC,,,,Equation(3),,0.1739,,,10,3992
15498,15498,15678,2017,6,20,12,5,31.0,40.03,52.03,50.0,Out of all Provinces,6,4.3,,4.4,,,4.4,4.4,IRSC,NEIC,,IRSC,,,Equation(7),,0.1481,,,10,3992
15499,15499,2032,1979,11,27,20,56,15.0,40.08,52.39,,Out of all Provinces,6,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,3993
15500,15500,16113,2017,11,26,4,34,42.0,40.04,52.64,10.0,Out of all Provinces,6,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,3993
15501,15501,427,1928,11,6,13,42,35.0,40.0,52.8,40.0,Out of all Provinces,6,,5.4,,,,5.7,5.7,M2002,,M2002,,,,Equation(5),,0.2578,,,10,3994
15502,15502,4407,2000,1,26,23,0,19.9,39.92,52.88,40.0,Out of all Provinces,6,5.5,4.8,5.2,,5.3,,5.3,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,,10,3994
15503,15503,4790,2001,6,2,15,57,31.0,39.98,52.92,18.0,Out of all Provinces,6,,,4.3,,,4.8,4.8,IRSC,,,IRSC,,,Equation(6),,0.3374,,,10,3994
15504,15504,8231,2008,8,20,23,29,20.0,40.13,52.88,9.2,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,3994
15505,15505,14778,2016,6,21,16,7,41.0,40.09,52.86,40.0,Out of all Provinces,6,4.3,,4.2,,,4.2,4.2,IRSC,ISC,,IRSC,,,Equation(7),,0.1482,,,10,3994
15506,15506,15661,2017,6,14,3,13,54.0,40.15,52.95,10.0,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,3994
15507,15507,15957,2017,10,5,0,34,10.0,40.03,52.88,10.0,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,3994
15508,15508,6313,2006,3,22,3,47,38.0,40.11,53.12,18.0,Out of all Provinces,6,,,4.1,3.7,,4.1,4.1,IRSC,,,IRSC,IIEES,,Equation(7),,0.1482,,,10,3995
15509,15509,12055,2013,4,30,3,26,39.0,40.12,53.26,10.0,Out of all Provinces,6,,,4.0,,,4.0,4.0,IRSC,,,IRSC,,,Equation(7),,0.1483,,,10,3995
15510,15510,13148,2014,8,21,14,43,17.0,40.11,53.12,10.0,Out of all Provinces,6,,,4.0,3.4,,4.0,4.0,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,,10,3995
