,Unnamed: 0,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Depth,Seismotectonic unit,Unit no.,mb,Ms,MN,ML,Mw (reported),Mw (estimated),Mw,Location Ref.,mb Ref.,Ms Ref.,MN Ref.,ML Ref.,Mw Ref. (reported),Mw Ref. (estimated),Assumed_uncertainty of Mw,1 Standard deviatoion for converted Mw,Unnamed: 27,References
164,3933,1996,12,21,13,52,19,26.03,58.86,33,Makran,4,4,3.4,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
165,401,1926,5,19,21,13,57,26.14,59.05,15,Makran,4,,5.4,,,5.5,,5.5,ISC-GEM,,RM1985,,,ISC-GEM,,0.37,,,
166,8201,2008,8,9,23,22,1,25.93,59.6,35,Makran,4,4.5,3.2,4.2,3.8,,4.2,4.2,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1482,,
167,8233,2008,8,21,12,40,9,26.1,59.51,10,Makran,4,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
168,3232,1991,1,19,10,8,21,26.14,60.83,1,Makran,4,4.8,4.5,,,,4.9,4.9,ISC,ISC,M2014,,,,Equation(3),,0.1741,,
169,3895,1996,9,18,14,36,41,25.98,60.96,15,Makran,4,4.4,4.1,,,,4.5,4.5,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
170,8291,2008,9,13,8,49,15,26.06,62.49,33,Makran,4,4,3.4,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
171,15928,2017,9,23,15,54,1,26.11,62.7,42.3,Makran,4,4.3,,,,,4.3,4.3,NEIC,NEIC,,,,,Equation(3),,0.1738,,
172,11347,2012,7,6,11,19,1,26.07,62.84,35,Makran,4,,,,3.7,,3.8,3.8,IIEES,,,,IIEES,,Equation(8),,0.1917,,
173,6079,2005,9,7,3,27,24,25.93,63.26,43,Makran,4,4.6,3.9,,,,4.7,4.7,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
174,5106,2002,4,30,7,10,43,26.35,48.45,19.4,Out of all Provinces,6,,,3.8,,,4.3,4.3,IRSC,,,IRSC,,,Equation(6),,0.338,,
175,7809,2008,2,2,5,33,20,26.38,52.99,15,Out of all Provinces,6,4.9,4.2,4.7,4.6,,4.7,4.7,ISC-EHB,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,
176,10567,2011,7,12,23,35,36,26.33,53.44,22.3,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
177,13106,2014,7,30,1,32,10.1,26.37,53.51,14.3,Out of all Provinces,6,5.5,5.3,5.5,5.7,5.3,,5.3,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
178,13750,2015,4,27,5,34,31.5,26.42,53.49,16.7,Out of all Provinces,6,,4.8,4.9,4.9,4.8,,4.8,ISC-EHB,,NEIC,IRSC,IIEES,GCMT,,0.1,,,
179,5087,2002,4,15,3,6,35,26.49,53.63,33,Out of all Provinces,6,4,3.3,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
180,7539,2007,10,6,15,22,35,26.45,53.84,24.9,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
181,9131,2009,10,1,11,41,17,26.42,53.87,21.4,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
182,9136,2009,10,3,15,12,4,26.47,53.87,12.5,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
183,10726,2011,9,30,18,13,21,26.4,53.79,10,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
184,13827,2015,5,28,3,0,11,26.42,53.65,8,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
185,13983,2015,7,25,19,8,12,26.38,53.7,7.1,Out of all Provinces,6,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
186,15356,2017,2,17,23,51,24,26.35,53.63,13.3,Out of all Provinces,6,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
187,477,1931,5,5,6,42,19,26.35,54.22,15,Out of all Provinces,6,,5.4,,,5.6,,5.6,ISC-GEM,,RM1985,,,ISC-GEM,,0.39,,,
188,2027,1979,11,25,1,7,9,26.31,54.23,15,Out of all Provinces,6,4.6,3.7,,,,4.7,4.7,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
189,2048,1980,1,11,16,52,52,26.25,54.22,15,Out of all Provinces,6,4.4,4,,,,4.5,4.5,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
190,2170,1981,1,25,23,20,9,26.34,53.92,,Out of all Provinces,6,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
191,7233,2007,6,3,15,2,53,26.29,54.32,5.3,Zagros,5,3.9,3.1,3.2,3.3,,3.1,3.1,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1498,,
192,9948,2010,9,11,16,32,8,26.36,54.55,31.4,Zagros,5,3.4,4.3,3.4,3.3,,3.3,3.3,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1493,,
193,7974,2008,4,20,4,55,9,26.45,54.63,11,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
194,11821,2013,1,25,6,16,11,26.34,54.68,12.5,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
195,479,1931,5,7,0,45,38,26.21,55.03,15,Zagros,5,,,,,5.5,,5.5,ISC-GEM,,,,,ISC-GEM,,0.2,,,
196,548,1935,7,2,15,24,55,26.24,54.92,15,Zagros,5,,,,,5.4,,5.4,ISC-GEM,,,,,ISC-GEM,,0.2,,,
197,3562,1993,11,16,1,32,30,26.4,55,47,Zagros,5,4.1,3.4,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
198,8184,2008,8,4,9,8,45,26.47,54.9,10,Zagros,5,4.2,3,4.1,3.9,,4.1,4.1,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1482,,
199,8389,2008,10,21,1,22,3,26.45,55.07,3.3,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
200,563,1936,4,21,20,14,0,26.29,55.28,,Zagros,5,6.2,5.5,,,,5.8,5.8,AM1982,AM1982,AM1982,,,,Equation(5),,0.2577,,
201,1107,1967,1,29,3,53,59,26.46,55.21,5,Zagros,5,4.9,5.5,,,,5.1,5.1,ISC-EHB,B1977,B1977,,,,Equation(3),,0.1742,,
202,4103,1998,1,15,4,0,53,26.28,55.42,15,Out of all Provinces,6,4,3.4,,,,4,4,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
203,14069,2015,8,29,5,49,1,26.44,55.41,15.1,Zagros,5,,,3.4,3.2,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,
204,1648,1975,12,25,21,59,58,26.49,55.75,33,Out of all Provinces,6,5.2,5.1,,,,5.4,5.4,NEIC,NEIC,M2014,,,,Equation(3),,0.1747,,
205,6717,2006,10,22,4,55,16,26.49,55.69,12.2,Zagros,5,,,3.8,3.7,,3.8,3.8,IRSC,,,IRSC,IIEES,,Equation(7),,0.1486,,
206,13066,2014,7,15,11,24,30,26.43,55.76,17.3,Out of all Provinces,6,,,3.4,3.4,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,
207,14761,2016,6,13,20,49,7,26.44,55.63,18.4,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
208,14765,2016,6,15,7,29,47,26.45,55.68,16.8,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
209,2201,1981,5,23,14,28,46,26.4,55.87,33,Out of all Provinces,6,4.3,3.8,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
210,14011,2015,8,8,22,12,11,26.36,56.02,7.2,Out of all Provinces,6,,,3.4,3.1,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,
211,14647,2016,4,30,20,44,49,26.48,55.85,16.3,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
212,16281,2018,1,23,4,33,21,26.49,56.45,21.5,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
213,13386,2014,11,23,13,17,59,26.49,56.59,10.7,Out of all Provinces,6,,,4.9,5,,4.9,4.9,IRSC      ,,,IRSC,IIEES,,Equation(7),,0.1482,,
214,2810,1987,3,20,11,15,15,26.47,56.85,33,Makran,4,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
215,3797,1996,1,18,19,10,31,26.36,56.79,,Makran,4,4,3.4,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
216,5081,2002,4,11,6,5,32,26.32,57.27,24.8,Makran,4,,,4,,,4.5,4.5,IRSC,,,IRSC,,,Equation(6),,0.3376,,
217,10081,2010,11,14,14,49,27,26.41,57.21,11.1,Makran,4,4.1,3.5,3.9,4,,3.9,3.9,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1484,,
218,12158,2013,6,14,5,27,27,26.29,57.29,10,Makran,4,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
219,15083,2016,10,22,22,42,57,26.36,57.36,20,Makran,4,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
220,16205,2017,12,28,15,1,40,26.44,57.35,8.7,Makran,4,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
221,9086,2009,9,3,20,15,29,26.42,57.54,28.3,Makran,4,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
222,6018,2005,7,3,18,54,36,26.43,57.89,10,Makran,4,3.5,3.2,3.8,4.1,,4.2,4.2,ISC,ISC,ISC,IRSC,IIEES,,Equation(8),,0.1892,,
223,6457,2006,6,4,12,16,10,26.32,57.94,14,Makran,4,,,,3.7,,3.8,3.8,IIEES,,,,IIEES,,Equation(8),,0.1917,,
224,12763,2014,3,18,5,4,37,26.49,58.04,10,Makran,4,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
225,4895,2001,10,10,17,50,24,26.48,58.42,18,Makran,4,,,3.6,,,4.1,4.1,IRSC,,,IRSC,,,Equation(6),,0.3386,,
226,12085,2013,5,14,16,50,41,26.48,58.42,13.1,Makran,4,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
227,15042,2016,10,5,19,51,52,26.39,58.59,11,Makran,4,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,
228,15105,2016,11,2,18,32,48,26.41,58.66,8.1,Makran,4,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
229,2034,1979,11,28,13,15,27,26.23,58.99,10,Makran,4,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
230,2835,1987,6,16,2,30,48,26.22,58.89,10,Makran,4,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
231,11556,2012,10,8,20,24,35,26.41,58.97,10,Makran,4,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
232,16229,2018,1,4,23,47,22,26.37,58.88,28,Makran,4,,,3.9,,,3.9,3.9,IRSC,,,IRSC,,,Equation(7),,0.1484,,
233,7689,2007,12,11,4,11,53,26.37,59.09,26,Makran,4,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
234,9541,2010,4,2,17,47,24,26.49,59.58,31.5,Makran,4,3.9,3.3,3.7,3.5,,3.7,3.7,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1487,,
235,11147,2012,3,29,19,4,3,26.25,59.85,10,Makran,4,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
236,6048,2005,8,3,21,40,45,26.38,59.96,10,Makran,4,3.9,3.6,,,,3.9,3.9,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
237,8799,2009,4,21,13,13,4,26.46,60.89,34.2,Makran,4,4,3.4,3.9,3.9,,3.9,3.9,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1484,,
238,1926,1979,1,10,15,5,48,26.49,60.99,5,Makran,4,5.6,5.9,,,6.1,,6.1,ISC-EHB,ISC,ISC,,,GCMT,,0.2,,,
239,1953,1979,4,5,4,5,16,26.43,60.9,8,Makran,4,4.7,5,,,5.5,,5.5,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.2,,,
240,1985,1979,8,13,15,40,11,26.37,61.11,33,Makran,4,4.4,4,,,,4.5,4.5,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
241,2053,1980,2,1,18,4,12,26.39,61.09,15,Makran,4,4.8,4.7,,,,4.9,4.9,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1741,,
242,2292,1982,3,28,0,41,10,26.43,61.12,,Makran,4,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
243,2793,1987,1,10,13,6,53,26.43,61,10,Makran,4,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
244,6537,2006,7,18,23,27,6.5,26.24,61.14,41,Makran,4,5.1,4.2,5.1,5,5.3,,5.3,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
245,13759,2015,5,4,11,30,35.3,26.33,61.16,36.3,Makran,4,4.8,4.8,5.1,5.1,5.1,,5.1,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
246,2036,1979,12,3,9,47,25,26.37,61.25,33,Makran,4,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
247,2115,1980,8,29,3,56,38,26.36,61.31,33,Makran,4,4.4,3.7,,,,4.5,4.5,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
248,16957,2018,10,17,14,53,35,26.43,61.42,23,Makran,4,4.2,,4.5,,,4.5,4.5,IRSC,NEIC,,IRSC,,,Equation(7),,0.1481,,
249,8552,2008,12,29,18,59,16,26.31,61.76,10,Makran,4,,,4.3,,,4.3,4.3,IRSC,,,IRSC,,,Equation(7),,0.1481,,
250,14442,2016,2,1,23,21,39,26.48,62.25,24.2,Makran,4,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
251,5658,2004,2,10,17,47,30,26.42,62.73,45,Makran,4,4.5,3.4,,,,4.6,4.6,ISC,ISC,ISC,,,,Equation(3),,0.1739,,
252,15181,2016,12,10,17,53,50,26.44,62.75,20,Makran,4,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
253,3790,1996,1,5,15,50,32,26.23,63.58,33,Makran,4,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
254,4826,2001,8,5,19,46,57,26.75,48.82,23.8,Out of all Provinces,6,,,4.1,,,4.6,4.6,IRSC,,,IRSC,,,Equation(6),,0.3375,,
255,15166,2016,12,2,0,55,46,26.66,52.92,6,Out of all Provinces,6,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
256,886,1960,7,10,13,49,21,26.5,53,,Out of all Provinces,6,,4.8,,,,5.3,5.3,RM1985,,RM1985,,,,Equation(5),,0.258,,
257,7141,2007,4,25,20,40,5,26.67,53.06,13.6,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
258,14605,2016,4,15,0,40,17,26.73,53.14,7.6,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
259,16897,2018,9,16,6,21,56,26.73,53.04,11.3,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
260,1257,1969,11,7,16,30,26,26.55,53.59,23,Out of all Provinces,6,5,4.6,,,,5.2,5.2,ISC,ISC,M2014,,,,Equation(3),,0.1744,,
261,1264,1969,12,1,13,4,34,26.54,53.55,39,Out of all Provinces,6,4.8,4.4,,,,4.9,4.9,ISC,ISC,M2014,,,,Equation(3),,0.1741,,
262,1446,1973,3,19,22,13,12,26.73,53.44,53,Zagros,5,4.1,3.4,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
263,4784,2001,5,24,21,56,28,26.77,53.43,15,Zagros,5,4.5,3.8,3.2,,4.4,,4.4,ISC-EHB,ISC,ISC,IRSC,,ETHZ,,0.4,,,
264,6466,2006,6,7,1,46,53,26.63,53.3,8.2,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
265,9348,2010,1,13,10,22,14,26.78,53.51,15,Out of all Provinces,6,4.7,3.9,4.6,4.5,,4.6,4.6,ISC-EHB,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,
266,10048,2010,11,1,8,34,42,26.66,53.58,20,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
267,10147,2010,12,9,19,48,25,26.6,53.44,10,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
268,14670,2016,5,9,10,4,18,26.74,53.46,12.6,Zagros,5,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
269,1254,1969,11,3,21,53,16,26.74,53.67,8,Zagros,5,4.8,4.4,,,,4.9,4.9,ISC,ISC,M2014,,,,Equation(3),,0.1741,,
270,1256,1969,11,5,19,2,20,26.6,53.71,50,Zagros,5,4.9,4.5,,,,5.1,5.1,ISC,ISC,M2014,,,,Equation(3),,0.1742,,
271,1260,1969,11,15,23,58,50,26.74,53.7,15,Zagros,5,4.9,4.5,,,5.2,,5.2,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.38,,,
272,2054,1980,2,6,12,56,5,26.69,53.88,14,Zagros,5,5,4.7,,,,5.2,5.2,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1744,,
273,4402,2000,1,3,11,30,32,26.73,53.67,33,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
274,4772,2001,5,18,20,41,56,26.71,53.79,15,Zagros,5,4.1,3.4,3.4,,,4.1,4.1,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,
275,5041,2002,3,4,5,26,56,26.61,53.82,15,Zagros,5,4.2,3.5,3.2,,,4.2,4.2,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,
276,7053,2007,3,25,10,37,58,26.58,53.75,23.1,Zagros,5,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
277,9822,2010,7,25,12,0,11,26.64,53.65,18,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
278,9843,2010,8,2,5,38,36,26.66,53.84,15,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
279,10765,2011,10,19,0,58,3,26.78,53.75,14.1,Zagros,5,,,3.9,,,3.9,3.9,IRSC,,,IRSC,,,Equation(7),,0.1484,,
280,11267,2012,5,19,12,54,12,26.63,53.73,10,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
281,12616,2014,1,9,8,31,29.8,26.76,53.86,14,Out of all Provinces,6,,5,5,5.2,5,,5,ISC-EHB,,NEIC,IRSC,IIEES,GCMT,,0.1,,,
282,12861,2014,4,25,20,59,47.8,26.71,53.87,13.3,Zagros,5,5,5,4.9,4.8,5,,5,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
283,13504,2015,1,18,19,58,46,26.68,53.83,11,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
284,13544,2015,2,2,18,12,25,26.72,53.88,12.4,Zagros,5,,,3.6,3.3,,3.6,3.6,IRSC,,,IRSC,IIEES,,Equation(7),,0.1489,,
285,14343,2015,12,29,12,53,29,26.75,53.85,20,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
286,15649,2017,6,9,9,45,59,26.74,53.77,20,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
287,15705,2017,7,2,6,19,50,26.76,53.79,20.8,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
288,16513,2018,4,19,4,5,15,26.59,53.9,6.9,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
289,968,1964,1,19,9,13,52,26.71,53.94,11,Zagros,5,5.6,5.4,,,5.5,,5.5,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.32,,,
290,2183,1981,3,26,6,23,53,26.73,53.96,33,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
291,3275,1991,5,29,23,52,17,26.7,54.1,33,Zagros,5,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
292,8002,2008,5,7,12,7,31,26.77,54.11,16.1,Zagros,5,3.6,2.7,3.7,3.7,,3.7,3.7,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1487,,
293,8011,2008,5,11,2,48,27,26.78,53.96,10.1,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
294,9951,2010,9,13,14,58,33,26.72,54.18,18,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
295,11462,2012,8,28,19,18,11,26.73,54.22,10,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
296,11732,2012,12,26,3,53,0,26.75,54.07,10.1,Zagros,5,4,,3.8,,,3.8,3.8,IRSC,ISC,,IRSC,,,Equation(7),,0.1486,,
297,11827,2013,1,29,1,59,41,26.69,53.96,10,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
298,12614,2014,1,9,6,13,5,26.75,53.93,10,Zagros,5,,3.5,4.3,4.4,,4.3,4.3,IRSC,,ISC      ,IRSC,IIEES,,Equation(7),,0.1481,,
299,12936,2014,5,30,9,26,16,26.76,53.92,15.5,Zagros,5,,3.4,4.6,4.8,,4.6,4.6,IRSC,,ISC      ,IRSC,IIEES,,Equation(7),,0.1481,,
300,13360,2014,11,13,0,39,2,26.72,53.92,12,Zagros,5,,3.8,4.6,4.4,4.3,,4.3,IRSC,,ISC,IRSC,IIEES,H2019,,,,,
301,14116,2015,9,18,1,10,43,26.74,54.19,20,Zagros,5,,,3.5,3.6,,3.4,3.4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1491,,
302,14508,2016,3,2,3,42,20,26.73,54.12,9.3,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
303,15385,2017,3,5,14,50,24,26.74,54.02,12,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
304,16536,2018,4,26,9,22,49,26.65,53.94,8,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
305,1081,1966,7,8,3,51,4,26.5,54.54,15,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,
306,2512,1984,3,20,12,25,56,26.78,54.25,35,Zagros,5,4.8,4.4,,,,4.9,4.9,ISC,ISC,M2014,,,,Equation(3),,0.1741,,
307,2515,1984,3,22,0,22,8,26.74,54.25,15,Zagros,5,4.9,4.5,,,,5.1,5.1,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1742,,
308,2770,1986,10,6,2,21,47,26.51,54.55,15,Zagros,5,4.9,4.5,,,,5.1,5.1,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1742,,
309,3980,1997,5,4,3,58,17,26.66,54.42,33,Zagros,5,4,3.3,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
310,5004,2002,1,24,6,12,46,26.72,54.38,19.6,Zagros,5,,,4,,,4.5,4.5,IRSC,,,IRSC,,,Equation(6),,0.3376,,
311,8501,2008,12,4,16,17,55,26.69,54.29,6,Zagros,5,3.9,3.1,3.3,,,3.2,3.2,ISC,ISC,M2014,IRSC,,,Equation(7),,0.1495,,
312,9500,2010,3,14,5,37,4,26.61,54.49,10,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
313,9757,2010,6,24,10,16,56,26.61,54.27,30.8,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
314,10276,2011,2,18,16,53,32,26.72,54.41,14.6,Zagros,5,3.5,3.4,3.7,3.6,,3.7,3.7,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1487,,
315,10697,2011,9,13,23,21,49,26.59,54.35,18,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
316,12591,2013,12,29,16,29,35,26.53,54.27,17.2,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
317,13081,2014,7,22,6,50,44,26.78,54.3,10,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
318,15027,2016,9,29,16,25,30,26.75,54.32,16,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
319,15473,2017,4,3,16,12,42,26.57,54.5,8,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
320,478,1931,5,5,14,10,47,26.55,54.86,15,Zagros,5,,,,,5.5,,5.5,ISC-GEM,,,,,ISC-GEM,,0.56,,,
321,1308,1970,7,4,23,38,13,26.7,54.78,38,Zagros,5,4.5,4,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
322,2271,1982,1,25,20,32,33,26.62,54.79,,Zagros,5,4,3.3,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
323,2710,1986,3,25,1,32,33,26.7,54.82,30,Zagros,5,4.9,5.4,,,,5.1,5.1,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1742,,
324,2765,1986,9,18,0,12,2,26.58,54.6,15,Zagros,5,4.6,4.6,,,,4.7,4.7,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
325,3080,1989,8,7,23,32,14,26.56,54.79,10,Zagros,5,3.9,3.1,,,,3.9,3.9,NEIC,NEIC,M2014,,,,Equation(3),,0.1738,,
326,3225,1990,12,29,19,32,36,26.6,54.8,29,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
